process,process,process,process,process,process,process,process,process,process,process,process,process,process,sensor,sensor,sensor,sensor,sensor,sensor,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defects,defect_flag
velocity_1,velocity_2,velocity_3,high_velocity,cylinder_pressure,rapid_rise_time,biscuit_thickness,clamping_force,cycle_time,pressure_rise_time,casting_pressure,spray_time,spray_1_time,spray_2_time,melting_furnace_temp,air_pressure,coolant_temp,coolant_pressure,factory_temp,factory_humidity,short_shot_1,bubble_1,blow_hole_1,stain_1,dent_1,crack_1,scratch_1,buring_mark_1,short_shot_2,blow_hole_2,dent_2,crack_2,is_defect
0.152,0.173,0.202,2.529,263,0.012,19,372,125.9,0.037,592,12.1,2.0,2.0,650.6,5.6,26.8,2.71,32.4,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.203,2.538,265,0.012,19,370,36.0,0.035,595,12.1,2.0,2.0,651.0,5.6,26.8,2.71,32.4,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.173,0.197,2.506,265,0.012,19,368,35.8,0.037,595,12.1,2.0,2.0,651.0,5.6,26.8,2.71,32.4,62.2,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.176,0.198,2.528,265,0.012,19,370,35.9,0.034,596,12.1,2.0,2.0,651.1,5.5,26.8,2.73,32.4,62.3,0,0,0,1,0,0,0,0,0,0,0,0,1
0.16,0.171,0.194,2.517,265,0.011,20,370,35.9,0.035,596,12.1,2.0,2.0,651.4,5.6,26.8,2.73,32.4,62.3,1,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.198,2.519,265,0.013,19,370,35.8,0.034,596,12.1,2.0,2.0,651.4,5.6,26.8,2.73,32.4,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.198,2.519,265,0.013,19,370,35.8,0.034,596,12.1,2.0,2.0,651.4,5.6,26.8,2.74,32.4,62.1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.155,0.174,0.202,2.49,265,0.011,19,372,35.8,0.035,596,12.1,2.0,2.0,651.4,5.6,26.8,2.74,32.4,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.155,0.174,0.202,2.49,265,0.011,19,372,35.8,0.035,596,12.1,2.0,2.0,651.1,5.6,26.8,2.74,32.4,62.0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.154,0.164,0.19,2.525,265,0.012,19,372,35.9,0.035,596,12.1,2.0,2.0,651.1,5.6,26.8,2.74,32.4,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.202,2.487,265,0.009,20,373,35.8,0.035,596,12.1,2.0,2.0,650.5,5.7,26.8,2.71,32.4,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.176,0.2,2.508,265,0.011,19,372,35.9,0.042,596,12.1,2.0,2.0,650.1,5.7,26.8,2.74,32.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.178,0.2,2.515,265,0.012,19,372,36.0,0.034,596,12.1,2.0,2.0,650.1,5.7,26.8,2.74,32.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.198,2.509,265,0.012,18,372,36.0,0.042,597,12.1,2.0,2.0,649.7,5.8,26.8,2.73,32.3,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.198,2.509,265,0.012,19,372,36.1,0.036,596,12.1,2.0,2.0,649.7,5.8,26.8,2.73,32.3,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.204,2.519,265,0.012,19,373,36.0,0.036,596,12.1,2.0,2.0,649.1,5.8,26.8,2.74,32.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.17,0.2,2.496,265,0.01,20,373,36.0,0.036,596,12.1,2.0,2.0,648.7,5.9,26.8,2.74,32.3,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.164,0.2,2.498,265,0.012,20,375,36.0,0.034,596,12.1,2.0,2.0,648.7,5.9,26.8,2.74,32.3,62.1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.152,0.174,0.192,2.512,265,0.011,19,373,36.0,0.034,596,12.1,2.0,2.0,648.5,5.9,26.8,2.73,32.3,62.2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.158,0.164,0.2,2.505,265,0.012,19,373,36.0,0.033,596,12.1,2.0,2.0,648.5,5.9,26.8,2.72,32.4,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.174,0.194,2.527,265,0.011,18,375,36.0,0.034,596,12.1,2.0,2.0,648.5,5.9,26.8,2.72,32.4,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.152,0.164,0.192,2.502,265,0.012,19,375,36.0,0.036,596,12.1,2.0,2.0,648.2,5.9,26.8,2.73,32.5,61.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.158,0.166,0.196,2.541,265,0.012,17,375,36.0,0.042,596,12.1,2.0,2.0,648.2,5.9,26.8,2.73,32.5,61.9,0,0,0,0,0,0,0,0,0,1,0,0,1
0.154,0.168,0.208,2.523,265,0.012,18,375,36.0,0.033,596,12.1,2.0,2.0,647.7,5.9,26.8,2.74,32.5,61.6,0,0,0,1,0,0,0,0,0,1,0,0,1
0.154,0.172,0.2,2.508,265,0.012,18,375,36.0,0.033,597,12.1,2.0,2.0,647.4,5.9,26.8,2.72,32.4,61.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.206,2.513,265,0.012,18,375,36.0,0.036,596,12.1,2.0,2.0,647.4,5.9,26.8,2.72,32.4,61.6,0,0,0,1,0,0,0,0,0,0,0,0,1
0.156,0.172,0.206,2.526,265,0.012,17,375,36.0,0.034,595,12.1,2.0,2.0,647.0,5.9,26.8,2.72,32.4,61.8,0,0,0,1,0,0,0,0,0,1,0,0,1
0.16,0.164,0.2,2.524,265,0.012,17,375,36.0,0.042,596,12.1,2.0,2.0,647.0,5.9,26.8,2.72,32.4,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.2,2.541,265,0.011,16,375,36.1,0.042,595,12.1,2.0,2.0,646.5,6.0,26.8,2.72,32.4,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.176,0.2,2.528,265,0.012,16,375,36.0,0.033,596,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.4,61.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.166,0.204,2.522,265,0.012,16,375,36.1,0.033,595,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.4,61.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.168,0.202,2.525,264,0.012,17,373,36.0,0.035,595,12.1,2.0,2.0,646.2,6.1,26.8,2.74,32.3,61.7,0,0,0,1,0,0,0,0,0,0,0,0,1
0.15,0.173,0.195,2.523,265,0.012,18,377,36.0,0.036,595,12.1,2.0,2.0,646.2,6.1,26.8,2.74,32.3,61.7,1,0,0,0,0,0,0,0,0,0,0,0,1
0.148,0.168,0.198,2.524,265,0.012,18,373,36.0,0.034,596,12.1,2.0,2.0,646.0,6.0,26.8,2.74,32.3,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.172,0.202,2.522,265,0.013,19,375,36.0,0.035,596,12.1,2.0,2.0,646.5,6.0,26.8,2.74,32.3,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.202,2.516,265,0.012,19,375,36.0,0.036,595,12.1,2.0,2.0,646.5,6.0,26.8,2.74,32.3,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.162,0.202,2.515,265,0.012,18,373,36.0,0.034,595,12.1,2.0,2.0,646.6,6.0,26.8,2.74,32.3,62.0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.158,0.173,0.203,2.499,265,0.011,19,375,35.9,0.034,596,12.1,2.0,2.0,646.6,6.0,26.8,2.74,32.3,62.0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.158,0.164,0.204,2.505,265,0.012,19,375,36.0,0.035,595,12.1,2.0,2.0,647.5,6.0,26.8,2.73,32.3,62.0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.158,0.172,0.198,2.51,265,0.013,19,375,36.0,0.035,596,12.1,2.0,2.0,647.5,6.0,26.8,2.76,32.3,62.1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.156,0.172,0.202,2.524,265,0.012,18,375,36.1,0.035,596,12.1,2.0,2.0,647.5,6.0,26.8,2.76,32.3,62.1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.154,0.172,0.198,2.517,265,0.012,18,375,36.0,0.034,595,12.1,2.0,2.0,648.0,6.0,26.8,2.73,32.2,62.0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.156,0.168,0.21,2.516,265,0.012,19,375,36.0,0.036,595,12.1,2.0,2.0,648.0,6.0,26.8,2.73,32.2,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,0.162,0.204,2.499,265,0.012,19,375,36.0,0.036,596,12.1,2.0,2.0,648.0,6.0,26.8,2.72,32.2,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.204,2.495,265,0.011,20,375,36.0,0.035,595,12.1,2.0,2.0,647.7,6.0,26.8,2.73,32.1,61.9,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.17,0.204,2.495,265,0.011,20,375,36.0,0.035,595,12.1,2.0,2.0,647.7,6.0,26.8,2.73,32.1,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.198,2.519,264,0.011,20,375,36.0,0.035,595,12.1,2.0,2.0,647.5,6.0,26.8,2.74,32.1,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.21,2.505,264,0.012,19,375,36.0,0.035,595,12.1,2.0,2.0,647.5,6.0,26.8,2.74,32.1,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.172,0.2,2.5,265,0.012,19,375,36.0,0.036,596,12.1,2.0,2.0,647.3,6.0,26.8,2.75,32.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.204,2.521,264,0.011,19,375,36.0,0.036,595,12.1,2.0,2.0,646.6,6.0,26.8,2.73,32.0,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.208,2.511,265,0.012,19,377,36.0,0.036,596,12.1,2.0,2.0,646.6,6.0,26.8,2.73,32.0,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.154,0.166,0.2,2.496,265,0.012,20,375,36.0,0.033,595,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.0,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.172,0.204,2.527,265,0.013,19,377,36.0,0.035,595,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.0,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.153,0.173,0.2,2.508,264,0.012,19,377,36.0,0.036,595,12.1,2.0,2.0,645.6,6.0,26.8,2.74,32.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.206,2.527,265,0.011,19,377,36.0,0.035,596,12.1,2.0,2.0,644.9,5.9,26.8,2.73,32.0,62.0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.158,0.165,0.197,2.527,265,0.012,19,377,36.0,0.036,596,12.1,2.0,2.0,644.9,5.9,26.8,2.73,32.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.178,0.2,2.498,265,0.012,21,379,36.0,0.035,596,12.1,2.0,2.0,644.2,5.8,26.8,2.74,32.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.17,0.202,2.515,265,0.012,19,379,36.0,0.034,595,12.1,2.0,2.0,644.2,5.8,26.8,2.74,32.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.202,2.521,265,0.012,19,377,36.0,0.036,596,12.1,2.0,2.0,643.5,5.8,26.8,2.75,32.0,62.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.152,0.172,0.194,2.509,265,0.012,19,375,35.9,0.042,596,12.1,2.0,2.0,643.3,5.9,26.8,2.74,32.0,62.1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.16,0.166,0.194,2.49,265,0.012,19,375,36.0,0.034,596,12.1,2.0,2.0,643.3,5.9,26.8,2.74,32.0,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.156,0.17,0.196,2.498,265,0.012,20,375,35.9,0.036,596,12.1,2.0,2.0,643.2,5.9,26.8,2.74,32.0,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.164,0.202,2.503,265,0.011,19,377,36.0,0.036,596,12.1,2.0,2.0,643.2,5.9,26.8,2.74,32.0,62.2,0,0,0,1,0,0,0,0,0,0,0,0,0
0.16,0.173,0.202,2.524,265,0.012,16,375,35.9,0.033,596,12.1,2.0,2.0,642.9,5.9,26.8,2.73,32.0,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.198,2.515,265,0.011,19,375,35.9,0.033,596,12.1,2.0,2.0,642.7,6.0,26.8,2.75,32.0,62.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.154,0.168,0.198,2.506,265,0.009,20,377,35.9,0.033,596,12.1,2.0,2.0,642.7,6.0,26.8,2.75,32.0,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.164,0.198,2.516,265,0.012,19,375,35.9,0.036,595,12.1,2.0,2.0,642.8,6.0,26.8,2.71,32.0,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.162,0.194,2.494,265,0.012,19,377,35.9,0.033,595,12.1,2.0,2.0,642.8,6.0,26.8,2.71,32.0,62.1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.149,0.176,0.204,2.481,265,0.011,18,377,35.9,0.035,596,12.1,2.0,2.0,642.2,6.0,26.8,2.73,32.0,62.2,1,0,0,1,0,0,0,0,0,0,0,0,1
0.153,0.167,0.2,2.517,265,0.012,19,377,35.9,0.033,595,12.1,2.0,2.0,639.8,6.0,26.8,2.75,32.0,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.166,0.19,2.503,265,0.012,20,377,35.9,0.034,596,12.1,2.0,2.0,639.8,6.0,26.8,2.75,32.0,62.2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.154,0.176,0.202,2.493,265,0.012,19,377,35.9,0.034,596,12.1,2.0,2.0,637.1,6.0,26.8,2.76,32.0,62.3,0,0,0,1,0,0,0,0,0,0,0,0,1
0.156,0.164,0.2,2.518,265,0.012,19,377,35.9,0.036,596,12.1,2.0,2.0,637.1,6.0,26.8,2.76,32.0,62.3,0,0,0,1,0,0,0,0,0,0,0,0,1
0.148,0.174,0.198,2.516,265,0.012,19,377,35.9,0.034,595,12.1,2.0,2.0,635.6,6.1,26.8,2.75,32.0,62.4,1,0,0,1,0,0,0,0,0,0,0,0,1
0.158,0.166,0.204,2.505,265,0.012,21,379,36.2,0.038,597,12.2,2.0,2.0,657.3,6.6,26.9,2.73,32.2,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.172,0.198,2.514,265,0.011,19,381,36.1,0.035,596,12.2,2.0,2.0,657.9,6.5,26.9,2.76,32.3,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.166,0.204,2.504,265,0.012,20,382,36.2,0.035,596,12.2,2.0,2.0,657.9,6.5,26.9,2.76,32.3,62.8,1,0,0,0,0,0,0,0,0,0,0,0,1
0.154,0.174,0.194,2.512,265,0.012,21,386,36.1,0.036,595,12.2,2.0,2.0,658.4,6.5,26.9,2.75,32.3,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.202,2.514,265,0.011,20,388,36.1,0.035,595,12.2,2.0,2.0,659.4,6.5,26.9,2.74,32.3,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.206,2.512,265,0.012,20,379,36.2,0.036,596,12.2,2.0,2.0,659.4,6.5,26.9,2.74,32.3,62.7,1,0,0,0,0,0,0,0,0,0,0,0,1
0.156,0.17,0.208,2.515,265,0.011,20,370,36.1,0.036,595,12.2,2.0,2.0,659.9,6.5,26.9,2.77,32.3,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,0.174,0.21,2.516,265,0.012,19,361,36.1,0.035,596,12.2,2.0,2.0,659.9,6.5,26.9,2.77,32.3,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.206,2.503,265,0.012,19,350,36.1,0.035,596,12.2,2.0,2.0,660.8,6.5,26.9,2.76,32.3,63.0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.146,0.168,0.208,2.508,265,0.012,19,350,36.1,0.035,596,12.2,2.0,2.0,661.3,6.5,26.9,2.74,32.3,63.3,0,0,0,1,0,0,0,0,0,0,0,0,1
0.16,0.17,0.204,2.51,265,0.012,19,352,36.1,0.036,596,12.1,2.0,2.0,661.3,6.5,26.9,2.74,32.3,63.3,0,0,0,1,0,0,0,0,0,0,0,0,1
0.148,0.168,0.204,2.529,265,0.012,19,352,36.0,0.035,595,12.1,2.0,2.0,662.0,6.4,26.9,2.75,32.3,63.6,0,0,0,1,0,0,0,0,0,0,0,0,1
0.148,0.164,0.203,2.512,265,0.012,18,354,36.1,0.036,595,12.1,2.0,2.0,662.0,6.4,26.9,2.75,32.3,63.6,0,0,0,1,0,0,0,0,0,0,0,0,1
0.16,0.176,0.204,2.518,265,0.009,19,355,36.0,0.033,595,12.1,2.0,2.0,662.2,6.3,26.9,2.74,32.3,63.7,0,0,0,1,0,0,0,0,0,0,0,0,1
0.146,0.166,0.21,2.513,265,0.012,19,357,36.1,0.036,596,12.1,2.0,2.0,662.5,6.2,27.0,2.75,32.3,63.9,0,0,0,1,0,0,0,0,0,0,0,0,1
0.152,0.172,0.198,2.507,265,0.012,19,357,36.1,0.035,595,12.1,2.0,2.0,662.5,6.2,27.0,2.75,32.3,63.9,0,0,0,1,0,0,0,0,0,0,0,0,1
0.158,0.174,0.203,2.489,265,0.011,19,359,36.1,0.036,596,12.1,2.0,2.0,662.3,6.2,27.0,2.75,32.3,64.2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.152,0.172,0.206,2.48,265,0.011,19,361,36.0,0.035,596,12.1,2.0,2.0,662.3,6.2,27.0,2.75,32.3,64.2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.162,0.168,0.203,2.521,265,0.012,17,359,36.0,0.041,596,12.1,2.0,2.0,661.8,6.2,27.0,2.71,32.3,64.6,0,0,0,1,0,0,0,0,0,0,0,0,1
0.162,0.17,0.2,2.517,265,0.012,19,359,36.0,0.033,596,12.1,2.0,2.0,661.4,6.1,27.0,2.74,32.3,64.9,0,0,0,1,0,0,0,0,0,0,0,0,1
0.156,0.168,0.198,2.522,265,0.012,19,361,35.9,0.036,597,12.1,2.0,2.0,661.4,6.1,27.0,2.74,32.3,64.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,0.172,0.19,2.522,265,0.012,18,363,35.9,0.034,596,12.1,2.0,2.0,660.8,6.0,27.0,2.72,32.2,65.2,1,0,0,1,0,0,0,0,0,0,0,0,1
0.16,0.171,0.2,2.511,265,0.012,19,364,35.9,0.036,596,12.1,2.0,2.0,660.8,6.0,27.0,2.72,32.2,65.2,1,0,0,1,0,0,0,0,0,0,0,0,1
0.16,0.171,0.2,2.511,265,0.012,19,364,35.9,0.036,596,12.1,2.0,2.0,660.3,6.0,27.0,2.75,32.2,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.202,2.498,264,0.01,19,368,36.0,0.036,595,12.1,2.0,2.0,659.8,5.9,27.0,2.72,32.2,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.198,2.53,265,0.012,19,366,36.0,0.036,596,12.1,2.0,2.0,659.8,5.9,27.0,2.72,32.2,65.8,0,0,0,1,0,0,0,0,0,0,0,0,1
0.149,0.164,0.208,2.515,264,0.011,19,366,36.0,0.033,595,12.1,2.0,2.0,659.6,5.8,27.0,2.73,32.2,66.2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.16,0.164,0.196,2.518,265,0.012,19,366,36.0,0.034,595,12.1,2.0,2.0,659.6,5.8,27.0,2.73,32.2,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.164,0.196,2.518,265,0.012,19,366,36.0,0.034,595,12.1,2.0,2.0,659.5,5.8,27.0,2.74,32.2,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.202,2.521,265,0.01,18,370,36.0,0.036,597,12.1,2.0,2.0,659.6,5.8,27.0,2.73,32.2,67.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146,0.17,0.202,2.521,265,0.01,18,370,36.0,0.036,597,12.1,2.0,2.0,659.6,5.8,27.0,2.73,32.2,67.3,0,0,0,0,0,0,0,0,0,1,0,0,1
0.152,0.17,0.205,2.524,265,0.011,19,370,36.0,0.035,596,12.1,2.0,2.0,659.9,5.8,27.0,2.74,32.2,67.9,0,0,0,0,0,0,0,0,1,0,0,0,1
0.16,0.168,0.194,2.534,265,0.012,18,370,36.0,0.036,596,12.1,2.0,2.0,659.9,5.8,27.0,2.74,32.2,67.9,1,0,0,0,0,0,0,0,0,1,0,0,1
0.158,0.166,0.212,2.492,265,0.012,20,372,36.0,0.036,596,12.1,2.0,2.0,660.1,5.8,27.0,2.76,32.1,68.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.166,0.206,2.494,265,0.012,20,372,35.9,0.036,596,12.1,2.0,2.0,659.9,5.8,27.0,2.76,32.1,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.174,0.204,2.498,265,0.012,19,373,36.0,0.036,596,12.1,2.0,2.0,659.9,5.8,27.0,2.76,32.1,68.4,0,0,0,0,0,0,0,0,0,1,0,0,1
0.157,0.166,0.202,2.527,265,0.011,17,373,36.0,0.041,596,12.1,2.0,2.0,659.6,5.8,27.0,2.75,32.1,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.17,0.198,2.513,265,0.012,19,373,36.0,0.036,597,12.1,2.0,2.0,659.6,5.8,27.0,2.75,32.1,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.174,0.186,2.491,265,0.011,19,373,36.0,0.036,596,12.1,2.0,2.0,659.4,5.8,27.0,2.73,32.1,68.7,0,0,0,0,0,0,0,0,0,1,0,0,1
0.152,0.174,0.186,2.52,265,0.012,19,373,36.0,0.033,596,12.1,2.0,2.0,658.8,5.7,27.0,2.72,32.0,69.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.152,0.174,0.198,2.506,265,0.012,20,373,36.0,0.036,596,12.1,2.0,2.0,658.8,5.7,27.0,2.72,32.0,69.0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.16,0.168,0.204,2.5,265,0.011,19,373,36.0,0.034,597,12.1,2.0,2.0,658.2,5.6,27.1,2.72,32.0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.168,0.21,2.511,265,0.012,19,373,35.9,0.035,596,12.1,2.0,2.0,658.2,5.6,27.1,2.72,32.0,69.3,1,0,0,0,0,0,0,0,0,0,0,0,1
0.156,0.172,0.206,2.519,265,0.011,19,373,36.0,0.035,595,12.1,2.0,2.0,657.5,5.5,27.1,2.76,32.0,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.197,2.512,265,0.011,18,373,35.9,0.037,596,12.1,2.0,2.0,657.1,5.4,27.1,2.76,32.0,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.164,0.19,2.515,265,0.012,18,373,36.0,0.035,595,12.1,2.0,2.0,657.1,5.4,27.1,2.76,32.0,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.166,0.21,2.523,265,0.011,18,373,36.0,0.034,595,12.0,2.0,2.0,656.6,5.3,27.1,2.76,32.0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,0.166,0.21,2.53,265,0.012,18,375,36.1,0.036,595,12.0,2.0,2.0,656.6,5.3,27.1,2.76,32.0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.166,0.198,2.51,265,0.012,18,377,36.0,0.034,595,12.0,2.0,2.0,656.3,5.3,27.1,2.75,32.0,69.4,0,0,0,1,0,0,0,0,0,0,0,0,1
0.146,0.172,0.206,2.515,265,0.012,19,379,36.0,0.033,596,12.0,2.0,2.0,656.1,5.2,27.1,2.75,32.0,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,0.176,0.204,2.533,264,0.013,18,379,36.0,0.035,595,12.0,2.0,2.0,656.1,5.2,27.1,2.75,32.0,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.178,0.202,2.521,265,0.011,19,379,35.9,0.035,595,12.0,2.0,2.0,656.2,5.2,27.2,2.72,32.0,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.174,0.2,2.53,265,0.012,18,379,35.9,0.036,596,12.0,2.0,2.0,656.2,5.2,27.2,2.72,32.0,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.174,0.208,2.521,265,0.012,18,379,35.8,0.036,596,12.0,2.0,2.0,656.5,5.2,27.2,2.73,32.0,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144,0.178,0.198,2.515,265,0.012,19,379,35.8,0.036,596,12.0,2.0,2.0,656.7,5.2,27.2,2.74,32.0,68.1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.162,0.17,0.202,2.544,265,0.012,17,379,35.8,0.033,596,12.0,2.0,2.0,656.7,5.2,27.2,2.74,32.0,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.174,0.197,2.515,265,0.009,18,379,35.8,0.036,596,12.0,2.0,2.0,657.0,5.2,27.2,2.72,32.0,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,0.168,0.204,2.5,265,0.012,18,379,35.9,0.035,596,12.0,2.0,2.0,657.0,5.2,27.2,2.72,32.0,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.162,0.203,2.529,265,0.012,18,379,35.9,0.036,596,12.0,2.0,2.0,657.1,5.2,27.2,2.73,32.0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.162,0.203,2.529,265,0.012,18,379,35.9,0.036,596,12.0,2.0,2.0,656.6,5.2,27.1,2.76,32.0,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.168,0.194,2.505,265,0.012,18,379,35.9,0.035,596,12.0,2.0,2.0,656.6,5.2,27.1,2.76,32.0,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.17,0.202,2.524,265,0.012,17,381,35.8,0.033,596,12.0,2.0,2.0,656.4,5.2,27.1,2.74,32.0,67.8,1,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.172,0.206,2.542,265,0.011,17,381,35.9,0.033,596,12.0,2.0,2.0,656.4,5.2,27.1,2.74,32.0,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,0.166,0.2,2.515,265,0.012,19,381,35.9,0.034,595,12.0,2.0,2.0,656.1,5.1,27.1,2.72,32.0,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,0.172,0.205,2.532,265,0.012,18,379,35.9,0.036,596,12.0,2.0,2.0,655.6,5.1,27.1,2.73,32.0,67.8,1,0,0,0,0,0,0,0,0,0,0,0,1
