process_velocity_1,process_velocity_2,process_velocity_3,process_high_velocity,process_cylinder_pressure,process_rapid_rise_time,process_biscuit_thickness,process_clamping_force,process_cycle_time,process_pressure_rise_time,process_casting_pressure,process_spray_time,process_spray_1_time,process_spray_2_time,sensor_melting_furnace_temp,sensor_air_pressure,sensor_air_pressure_min,sensor_air_pressure_max,sensor_coolant_temp,sensor_coolant_temp_min,sensor_coolant_temp_max,sensor_coolant_pressure,sensor_factory_temp,sensor_factory_temp_min,sensor_factory_temp_max,sensor_factory_humidity,sensor_factory_humidity_min,sensor_factory_humidity_max
0.144,0.168,0.182,2.108,215,0.008,10,258,20.9,0.041,1040,8.1,1.0,0.8,726.3,6.0,3,9,26.0,10,50,2.74,30.9,18.0,22.0,65.8,18.0,22.0
0.142,0.17,0.18,2.134,218,0.007,12,257,20.9,0.043,1053,8.0,1.0,0.8,689.9,6.1,3,9,26.8,10,50,2.69,35.7,18.0,22.0,49.6,18.0,22.0
0.142,0.17,0.184,2.146,218,0.008,11,254,20.7,0.042,1053,7.9,0.8,0.8,716.0,6.2,3,9,26.6,10,50,2.72,32.1,18.0,22.0,62.0,18.0,22.0
0.144,0.17,0.178,2.172,214,0.009,11,257,20.8,0.042,1038,7.9,0.7,0.8,686.9,6.8,3,9,26.3,10,50,2.7,34.2,18.0,22.0,54.7,18.0,22.0
0.144,0.17,0.186,2.161,214,0.009,12,255,21.3,0.035,1037,8.3,0.8,0.8,692.9,6.0,3,9,26.8,10,50,2.75,32.0,18.0,22.0,62.0,18.0,22.0
0.144,0.17,0.182,2.119,235,0.009,14,254,22.7,0.037,1138,9.8,1.2,0.7,724.0,6.9,3,9,28.1,10,50,2.62,32.2,18.0,22.0,69.6,18.0,22.0
0.142,0.168,0.186,2.171,217,0.01,11,258,20.8,0.043,1051,8.1,1.0,0.8,702.1,6.2,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.4,18.0,22.0
0.14,0.17,0.18,1.597,215,0.007,11,254,21.3,0.038,1038,8.4,0.8,0.8,704.1,6.9,3,9,26.9,10,50,2.75,32.0,18.0,22.0,63.4,18.0,22.0
0.142,0.168,0.179,2.108,218,0.008,12,254,20.5,0.042,1053,7.9,0.8,0.8,675.0,6.8,3,9,26.6,10,50,2.76,32.2,18.0,22.0,62.2,18.0,22.0
0.144,0.17,0.184,2.155,215,0.016,12,257,20.9,0.043,1039,8.0,1.0,0.8,700.5,6.3,3,9,26.8,10,50,2.68,35.5,18.0,22.0,50.5,18.0,22.0
0.146,0.17,0.18,2.126,214,0.008,10,258,20.7,0.044,1035,7.9,0.8,0.8,708.8,6.2,3,9,26.2,10,50,2.75,31.8,18.0,22.0,61.9,18.0,22.0
0.146,0.168,0.18,2.101,214,0.005,11,254,20.8,0.041,1038,7.9,0.8,0.8,688.2,6.7,3,9,26.6,10,50,2.74,32.1,18.0,22.0,62.5,18.0,22.0
0.144,0.168,0.186,2.136,218,0.008,11,258,20.9,0.044,1054,8.0,1.0,0.8,706.6,5.9,3,9,27.1,10,50,2.7,37.0,18.0,22.0,45.7,18.0,22.0
0.144,0.166,0.178,2.158,218,0.008,12,254,20.7,0.042,1053,7.9,0.8,0.8,676.0,6.8,3,9,26.6,10,50,2.74,32.2,18.0,22.0,62.1,18.0,22.0
0.142,0.168,0.181,2.134,215,0.008,12,257,21.1,0.044,1041,8.3,0.8,0.8,682.0,6.2,3,9,27.0,10,50,2.75,32.3,18.0,22.0,64.2,18.0,22.0
0.144,0.168,0.184,2.169,215,0.009,12,257,20.8,0.036,1040,8.0,1.0,0.8,684.6,5.6,3,9,27.0,10,50,2.69,36.1,18.0,22.0,46.4,18.0,22.0
0.144,0.168,0.19,2.149,218,0.008,11,255,21.3,0.041,1055,8.3,0.8,0.8,700.6,5.9,3,9,26.8,10,50,2.73,32.0,18.0,22.0,62.2,18.0,22.0
0.144,0.168,0.182,2.109,239,0.008,7,254,22.6,0.043,1158,9.7,1.2,0.7,726.6,4.8,3,9,27.1,10,50,2.64,31.6,18.0,22.0,68.9,18.0,22.0
0.144,0.17,0.179,2.15,215,0.008,12,257,20.9,0.042,1038,8.0,1.0,0.8,695.1,6.5,3,9,27.3,10,50,2.7,36.6,18.0,22.0,46.5,18.0,22.0
0.139,0.166,0.182,2.136,239,0.008,13,257,22.7,0.037,1155,9.7,1.2,0.7,715.9,4.7,3,9,26.5,10,50,2.61,35.2,18.0,22.0,57.8,18.0,22.0
0.141,0.17,0.182,2.126,215,0.008,12,258,21.2,0.044,1040,8.4,0.8,0.8,675.9,6.5,3,9,26.9,10,50,2.77,32.3,18.0,22.0,62.8,18.0,22.0
0.14,0.168,0.188,2.134,218,0.008,14,262,21.3,0.043,1057,8.4,1.0,0.8,692.1,5.2,3,9,27.2,10,50,2.73,32.3,18.0,22.0,64.6,18.0,22.0
0.139,0.166,0.174,2.161,215,0.007,14,253,21.3,0.036,1041,8.4,0.8,1.0,686.7,5.2,3,9,27.3,10,50,2.75,32.4,18.0,22.0,64.4,18.0,22.0
0.144,0.168,0.182,2.105,217,0.01,11,259,20.7,0.041,1052,7.9,0.8,0.8,700.4,6.4,3,9,26.3,10,50,2.75,31.6,18.0,22.0,63.0,18.0,22.0
0.14,0.166,0.18,2.151,218,0.008,12,259,21.1,0.044,1057,8.3,0.8,0.8,701.3,5.4,3,9,27.1,10,50,2.76,32.0,18.0,22.0,69.4,18.0,22.0
0.144,0.166,0.176,2.105,217,0.007,11,258,20.8,0.044,1052,8.1,1.0,0.8,696.9,6.6,3,9,26.4,10,50,2.72,34.7,18.0,22.0,53.0,18.0,22.0
0.14,0.168,0.188,2.139,217,0.008,11,257,20.9,0.043,1052,8.1,1.0,0.8,686.4,6.3,3,9,26.5,10,50,2.7,34.4,18.0,22.0,53.3,18.0,22.0
0.142,0.168,0.176,2.155,217,0.008,12,259,20.9,0.041,1050,8.0,1.0,0.8,703.8,5.8,3,9,26.0,10,50,2.74,31.0,18.0,22.0,66.1,18.0,22.0
0.142,0.172,0.182,2.129,214,0.007,11,254,20.7,0.044,1037,7.9,0.7,0.8,714.6,6.2,3,9,26.2,10,50,2.71,33.8,18.0,22.0,56.1,18.0,22.0
0.144,0.168,0.18,2.109,217,0.006,11,255,20.7,0.042,1052,7.8,0.7,0.8,710.1,6.8,3,9,26.1,10,50,2.69,32.9,18.0,22.0,58.4,18.0,22.0
0.142,0.165,0.181,2.12,218,0.008,12,258,21.1,0.037,1054,8.3,0.7,0.7,711.4,6.0,3,9,26.5,10,50,2.59,34.8,18.0,22.0,58.2,18.0,22.0
0.144,0.168,0.184,2.155,214,0.008,10,259,21.0,0.042,1036,8.0,1.0,0.8,719.1,5.8,3,9,26.0,10,50,2.72,30.8,18.0,22.0,66.8,18.0,22.0
0.138,0.168,0.18,2.124,214,0.007,11,255,20.8,0.044,1038,8.1,1.0,0.8,683.0,6.7,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.4,18.0,22.0
0.144,0.168,0.186,2.155,218,0.008,13,254,21.3,0.043,1056,8.4,1.0,0.8,711.7,4.9,3,9,27.3,10,50,2.74,32.5,18.0,22.0,64.1,18.0,22.0
0.144,0.168,0.188,2.157,217,0.009,12,253,20.8,0.042,1052,7.9,0.8,0.8,677.5,6.9,3,9,26.6,10,50,2.77,32.1,18.0,22.0,62.7,18.0,22.0
0.144,0.166,0.186,2.102,214,0.007,11,257,20.8,0.042,1036,7.9,0.8,0.8,676.6,6.5,3,9,26.3,10,50,2.77,31.6,18.0,22.0,63.1,18.0,22.0
0.144,0.168,0.176,2.109,218,0.008,12,257,21.2,0.035,1053,8.3,0.7,0.7,708.0,5.8,3,9,26.5,10,50,2.63,34.8,18.0,22.0,58.2,18.0,22.0
0.144,0.17,0.182,2.137,218,0.008,12,258,20.9,0.044,1053,8.1,1.0,0.8,699.1,6.4,3,9,26.4,10,50,2.7,34.4,18.0,22.0,52.8,18.0,22.0
0.136,0.168,0.174,2.134,217,0.007,13,254,21.3,0.044,1052,8.4,0.8,1.0,705.9,5.1,3,9,27.2,10,50,2.74,32.5,18.0,22.0,64.0,18.0,22.0
0.144,0.168,0.186,2.164,215,0.011,11,257,20.9,0.042,1040,8.1,1.0,0.8,710.8,6.1,3,9,26.8,10,50,2.7,35.9,18.0,22.0,47.9,18.0,22.0
0.142,0.166,0.184,2.119,218,0.008,12,253,21.0,0.044,1055,8.2,0.8,0.8,716.0,5.1,3,9,27.1,10,50,2.73,32.0,18.0,22.0,67.3,18.0,22.0
0.142,0.164,0.174,2.117,217,0.008,11,255,20.9,0.044,1052,8.1,1.0,0.8,706.1,6.7,3,9,26.7,10,50,2.7,35.5,18.0,22.0,50.3,18.0,22.0
0.146,0.166,0.181,2.114,217,0.008,11,253,20.6,0.044,1051,7.8,0.7,0.8,695.5,5.6,3,9,26.2,10,50,2.7,33.7,18.0,22.0,55.7,18.0,22.0
0.144,0.168,0.178,2.23,217,0.01,11,257,20.8,0.041,1052,8.0,1.0,0.8,679.3,5.5,3,9,27.0,10,50,2.7,37.0,18.0,22.0,45.5,18.0,22.0
0.144,0.166,0.186,2.092,239,0.008,15,258,22.6,0.035,1155,9.8,1.2,0.7,691.9,7.1,3,9,27.3,10,50,2.64,32.0,18.0,22.0,69.1,18.0,22.0
0.144,0.17,0.176,2.131,214,0.009,11,254,20.5,0.044,1037,7.8,0.7,0.8,710.7,6.0,3,9,26.2,10,50,2.71,33.9,18.0,22.0,55.7,18.0,22.0
0.146,0.168,0.182,2.142,217,0.008,12,257,21.0,0.044,1052,8.0,1.0,0.8,708.3,5.9,3,9,26.4,10,50,2.7,34.2,18.0,22.0,52.4,18.0,22.0
0.142,0.168,0.176,2.155,214,0.007,11,255,20.8,0.044,1038,8.1,1.0,0.8,707.0,6.6,3,9,26.7,10,50,2.7,35.5,18.0,22.0,50.2,18.0,22.0
0.142,0.164,0.179,2.142,218,0.007,14,254,21.3,0.044,1055,8.4,1.0,0.8,708.4,5.2,3,9,27.2,10,50,2.72,32.5,18.0,22.0,64.0,18.0,22.0
0.144,0.168,0.189,2.099,239,0.008,14,258,22.5,0.038,1157,9.8,1.2,0.7,699.5,7.1,3,9,27.3,10,50,2.62,31.8,18.0,22.0,69.3,18.0,22.0
0.142,0.166,0.18,2.135,238,0.007,12,259,22.7,0.037,1154,9.7,1.2,0.7,692.0,5.3,3,9,26.5,10,50,2.64,35.0,18.0,22.0,57.9,18.0,22.0
0.142,0.165,0.18,2.125,218,0.007,12,254,21.1,0.044,1053,8.4,0.8,0.8,709.1,6.5,3,9,26.8,10,50,2.72,32.0,18.0,22.0,62.9,18.0,22.0
0.144,0.168,0.18,2.128,215,0.008,15,257,20.8,0.043,1039,8.0,1.0,0.8,707.3,5.6,3,9,26.9,10,50,2.72,36.4,18.0,22.0,47.0,18.0,22.0
0.144,0.166,0.182,2.132,218,0.008,11,257,20.9,0.044,1053,8.1,1.0,0.8,710.0,6.2,3,9,26.5,10,50,2.7,33.9,18.0,22.0,53.4,18.0,22.0
0.141,0.166,0.188,2.165,218,0.008,11,258,21.0,0.033,1053,8.1,1.0,0.8,700.7,6.3,3,9,26.4,10,50,2.7,34.4,18.0,22.0,52.8,18.0,22.0
0.141,0.168,0.184,2.076,235,0.008,14,258,22.6,0.038,1138,9.8,1.2,0.7,719.2,7.0,3,9,28.1,10,50,2.62,32.0,18.0,22.0,69.8,18.0,22.0
0.142,0.166,0.187,2.102,214,0.01,11,254,20.8,0.041,1036,7.9,0.8,0.8,707.5,6.3,3,9,26.2,10,50,2.75,31.8,18.0,22.0,63.6,18.0,22.0
0.142,0.166,0.186,2.147,218,0.008,13,258,21.2,0.044,1055,8.4,1.0,0.8,696.4,5.2,3,9,27.2,10,50,2.74,32.3,18.0,22.0,64.4,18.0,22.0
0.14,0.168,0.179,2.154,214,0.007,11,257,20.7,0.041,1036,7.8,0.7,0.8,708.4,6.6,3,9,26.1,10,50,2.72,32.8,18.0,22.0,58.2,18.0,22.0
0.141,0.168,0.176,2.102,239,0.007,11,253,22.6,0.035,1157,9.7,1.2,0.7,699.6,5.0,3,9,26.5,10,50,2.62,35.0,18.0,22.0,57.7,18.0,22.0
0.142,0.17,0.184,2.131,217,0.008,12,258,20.8,0.043,1052,8.1,1.0,0.8,697.0,6.6,3,9,26.4,10,50,2.7,34.6,18.0,22.0,53.0,18.0,22.0
0.146,0.17,0.18,2.102,214,0.006,11,255,20.6,0.042,1037,7.9,0.8,0.8,711.9,6.2,3,9,26.4,10,50,2.75,31.9,18.0,22.0,63.5,18.0,22.0
0.144,0.168,0.186,2.119,215,0.008,12,257,21.0,0.044,1039,8.1,1.0,0.8,706.1,6.3,3,9,26.5,10,50,2.7,34.0,18.0,22.0,53.7,18.0,22.0
0.14,0.168,0.178,2.107,218,0.008,12,253,20.6,0.044,1053,7.9,0.8,0.8,686.2,6.7,3,9,26.6,10,50,2.75,32.1,18.0,22.0,62.5,18.0,22.0
0.142,0.166,0.181,2.119,218,0.008,11,255,20.8,0.042,1054,8.1,1.0,0.8,682.3,6.6,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.3,18.0,22.0
0.144,0.168,0.182,2.147,215,0.008,11,255,20.9,0.044,1039,8.0,1.0,0.8,685.9,5.9,3,9,26.8,10,50,2.7,35.6,18.0,22.0,49.1,18.0,22.0
0.14,0.166,0.182,2.121,217,0.01,11,255,20.9,0.044,1051,8.0,1.0,0.8,687.3,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.4,18.0,22.0
0.14,0.166,0.182,2.132,218,0.007,12,257,20.9,0.044,1055,8.0,1.0,0.8,714.0,5.9,3,9,26.9,10,50,2.7,36.3,18.0,22.0,47.2,18.0,22.0
0.144,0.166,0.186,2.157,218,0.008,12,258,20.8,0.042,1053,8.0,1.0,0.8,701.6,6.1,3,9,27.3,10,50,2.71,36.7,18.0,22.0,46.3,18.0,22.0
0.162,0.192,0.21,2.224,239,0.008,15,257,22.5,0.039,1158,9.8,1.2,0.7,727.9,6.9,3,9,28.1,10,50,2.62,32.3,18.0,22.0,69.3,18.0,22.0
0.138,0.168,0.182,2.128,218,0.008,12,259,20.9,0.043,1056,8.0,1.0,0.8,695.6,5.7,3,9,27.2,10,50,2.72,36.6,18.0,22.0,47.2,18.0,22.0
0.144,0.166,0.182,2.116,217,0.008,11,258,20.7,0.043,1052,7.9,0.8,0.8,688.6,6.2,3,9,26.4,10,50,2.76,32.1,18.0,22.0,61.3,18.0,22.0
0.136,0.168,0.184,2.116,218,0.007,11,257,20.8,0.043,1053,8.1,1.0,0.8,683.0,6.7,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.4,18.0,22.0
0.142,0.168,0.176,2.14,214,0.008,11,253,20.7,0.041,1036,7.9,0.8,0.8,703.4,6.3,3,9,26.2,10,50,2.74,31.6,18.0,22.0,64.5,18.0,22.0
0.142,0.166,0.176,2.141,239,0.008,13,255,22.6,0.037,1135,9.7,1.2,0.7,714.0,4.7,3,9,26.5,10,50,2.62,35.2,18.0,22.0,57.9,18.0,22.0
0.142,0.168,0.174,2.145,214,0.016,12,255,20.7,0.043,1037,7.8,0.7,0.8,720.0,6.6,3,9,26.1,10,50,2.69,32.9,18.0,22.0,58.1,18.0,22.0
0.142,0.171,0.184,2.149,218,0.008,12,258,20.9,0.043,1053,8.0,1.0,0.8,712.5,5.7,3,9,26.9,10,50,2.67,36.4,18.0,22.0,46.9,18.0,22.0
0.142,0.168,0.186,2.149,218,0.008,12,257,20.8,0.043,1053,8.0,1.0,0.8,692.3,6.4,3,9,27.3,10,50,2.7,36.6,18.0,22.0,46.7,18.0,22.0
0.141,0.168,0.178,2.117,214,0.008,11,257,20.7,0.044,1037,8.1,1.0,0.8,697.0,6.7,3,9,26.4,10,50,2.72,34.7,18.0,22.0,52.9,18.0,22.0
0.142,0.168,0.182,2.117,217,0.008,11,257,21.0,0.044,1051,8.0,1.0,0.8,705.0,6.1,3,9,26.9,10,50,2.71,36.0,18.0,22.0,48.0,18.0,22.0
0.142,0.168,0.186,2.138,214,0.008,12,258,20.8,0.043,1036,7.9,0.8,0.8,675.3,6.4,3,9,26.3,10,50,2.76,31.6,18.0,22.0,63.4,18.0,22.0
0.142,0.166,0.176,2.111,235,0.008,13,257,22.6,0.037,1137,9.7,1.2,0.7,712.2,4.7,3,9,26.5,10,50,2.63,35.2,18.0,22.0,57.9,18.0,22.0
0.144,0.168,0.188,2.161,215,0.008,11,255,20.9,0.042,1040,8.1,1.0,0.8,686.4,6.7,3,9,26.5,10,50,2.71,34.7,18.0,22.0,52.4,18.0,22.0
0.14,0.168,0.178,2.11,215,0.01,12,255,21.1,0.041,1039,8.3,0.8,0.8,697.4,5.8,3,9,26.8,10,50,2.74,32.0,18.0,22.0,62.0,18.0,22.0
0.142,0.168,0.18,2.164,217,0.008,11,257,20.9,0.042,1052,8.0,1.0,0.8,709.1,6.2,3,9,26.8,10,50,2.69,35.8,18.0,22.0,47.8,18.0,22.0
0.144,0.168,0.184,2.171,218,0.009,14,254,21.3,0.035,1054,8.4,1.0,0.8,713.5,5.1,3,9,27.2,10,50,2.76,32.5,18.0,22.0,63.9,18.0,22.0
0.144,0.168,0.18,2.156,214,0.008,11,258,20.7,0.042,1037,7.9,0.8,0.8,696.0,6.2,3,9,26.4,10,50,2.73,32.2,18.0,22.0,62.0,18.0,22.0
0.142,0.166,0.188,2.167,215,0.01,13,255,21.2,0.036,1038,8.4,1.0,0.8,716.8,5.1,3,9,27.2,10,50,2.73,32.6,18.0,22.0,63.9,18.0,22.0
0.142,0.17,0.182,2.119,217,0.007,11,257,20.9,0.044,1051,8.1,1.0,0.8,706.1,6.6,3,9,26.7,10,50,2.69,35.3,18.0,22.0,50.2,18.0,22.0
0.142,0.168,0.182,2.155,218,0.007,12,253,21.2,0.041,1053,8.4,0.8,0.8,706.5,7.0,3,9,26.9,10,50,2.74,32.0,18.0,22.0,63.4,18.0,22.0
0.144,0.168,0.184,2.155,217,0.008,12,258,20.6,0.034,1051,7.9,0.8,0.8,704.1,6.3,3,9,26.2,10,50,2.73,31.6,18.0,22.0,62.5,18.0,22.0
0.142,0.17,0.182,2.12,215,0.009,11,257,20.9,0.044,1038,8.0,1.0,0.8,706.0,6.1,3,9,26.8,10,50,2.71,35.9,18.0,22.0,47.9,18.0,22.0
0.146,0.166,0.182,2.121,218,0.008,11,257,20.9,0.043,1054,8.0,1.0,0.8,699.0,6.9,3,9,27.3,10,50,2.7,36.3,18.0,22.0,46.8,18.0,22.0
0.142,0.168,0.182,2.155,218,0.007,11,257,20.8,0.041,1053,8.1,1.0,0.8,682.1,6.5,3,9,26.5,10,50,2.7,34.7,18.0,22.0,52.2,18.0,22.0
0.144,0.168,0.186,2.131,217,0.008,12,261,20.7,0.043,1051,7.9,0.8,0.8,679.0,6.6,3,9,26.1,10,50,2.75,31.1,18.0,22.0,65.6,18.0,22.0
0.142,0.17,0.182,2.139,214,0.008,11,254,20.5,0.044,1037,7.9,0.7,0.8,680.3,6.6,3,9,26.3,10,50,2.71,34.2,18.0,22.0,54.7,18.0,22.0
0.144,0.168,0.188,2.123,239,0.007,11,259,22.6,0.035,1155,9.7,1.2,0.7,726.2,4.7,3,9,26.5,10,50,2.62,33.0,18.0,22.0,62.3,18.0,22.0
0.142,0.168,0.184,2.145,218,0.008,11,255,20.9,0.042,1053,8.0,1.0,0.8,705.0,6.9,3,9,27.3,10,50,2.7,36.0,18.0,22.0,49.1,18.0,22.0
0.144,0.168,0.186,2.164,218,0.008,11,257,20.6,0.041,1054,8.0,1.0,0.8,686.5,5.4,3,9,27.0,10,50,2.71,36.8,18.0,22.0,46.3,18.0,22.0
0.144,0.166,0.184,2.155,214,0.008,12,258,20.8,0.043,1037,8.0,1.0,0.8,710.0,5.8,3,9,27.2,10,50,2.69,36.6,18.0,22.0,46.8,18.0,22.0
0.146,0.166,0.178,2.129,214,0.007,12,254,21.0,0.044,1036,8.4,0.8,0.8,710.7,6.8,3,9,26.8,10,50,2.73,32.0,18.0,22.0,63.1,18.0,22.0
0.14,0.17,0.184,2.086,215,0.008,21,253,20.7,0.037,1040,8.0,1.0,0.8,730.0,5.9,3,9,26.0,10,50,2.74,30.7,18.0,22.0,66.5,18.0,22.0
0.142,0.168,0.176,2.132,217,0.008,11,255,20.9,0.043,1052,8.1,1.0,0.8,704.6,6.5,3,9,26.8,10,50,2.73,35.2,18.0,22.0,50.1,18.0,22.0
0.146,0.168,0.186,2.121,214,0.008,11,257,20.7,0.044,1037,7.9,0.7,0.8,719.0,6.8,3,9,26.1,10,50,2.71,32.9,18.0,22.0,58.2,18.0,22.0
0.142,0.17,0.186,2.162,217,0.006,11,254,20.7,0.042,1051,7.9,0.8,0.8,691.8,6.2,3,9,26.5,10,50,2.74,32.6,18.0,22.0,60.8,18.0,22.0
0.142,0.168,0.182,2.153,218,0.008,11,255,20.8,0.042,1056,8.1,1.0,0.8,720.2,6.2,3,9,25.9,10,50,2.72,30.9,18.0,22.0,65.6,18.0,22.0
0.139,0.168,0.184,2.109,239,0.008,15,257,22.5,0.035,1157,9.8,1.2,0.7,693.2,7.0,3,9,27.4,10,50,2.62,32.9,18.0,22.0,65.3,18.0,22.0
0.142,0.17,0.184,2.11,214,0.006,11,258,20.8,0.042,1038,8.1,1.0,0.8,697.0,6.6,3,9,26.4,10,50,2.7,34.6,18.0,22.0,53.0,18.0,22.0
0.142,0.168,0.18,2.13,217,0.008,12,257,20.7,0.044,1052,7.8,0.8,0.8,712.2,6.1,3,9,26.2,10,50,2.74,32.0,18.0,22.0,62.4,18.0,22.0
0.144,0.166,0.18,2.132,214,0.007,12,253,20.7,0.044,1037,7.9,0.8,0.8,693.4,6.2,3,9,26.5,10,50,2.75,32.6,18.0,22.0,60.6,18.0,22.0
0.136,0.168,0.184,2.167,214,0.008,11,255,20.9,0.042,1036,8.1,1.0,0.8,696.6,6.2,3,9,26.8,10,50,2.7,35.8,18.0,22.0,48.1,18.0,22.0
0.142,0.168,0.179,2.165,216,0.008,13,259,21.1,0.035,1043,8.3,0.8,0.8,704.3,5.3,3,9,27.1,10,50,2.75,32.0,18.0,22.0,69.4,18.0,22.0
0.142,0.166,0.182,2.092,240,0.005,5,257,22.6,0.042,1160,9.7,1.2,0.7,722.8,4.6,3,9,27.2,10,50,2.61,31.6,18.0,22.0,69.4,18.0,22.0
0.144,0.168,0.188,2.135,218,0.008,14,253,21.3,0.035,1054,8.4,1.0,0.8,704.4,5.2,3,9,27.2,10,50,2.74,32.4,18.0,22.0,64.3,18.0,22.0
0.144,0.17,0.186,2.131,214,0.007,12,255,20.7,0.044,1036,7.9,0.8,0.8,696.2,6.2,3,9,26.4,10,50,2.76,31.8,18.0,22.0,63.8,18.0,22.0
0.142,0.17,0.18,2.161,218,0.007,11,257,20.9,0.042,1054,8.0,1.0,0.8,702.8,6.2,3,9,27.1,10,50,2.69,36.8,18.0,22.0,46.5,18.0,22.0
0.142,0.166,0.182,2.16,218,0.018,11,257,20.9,0.044,1055,8.1,1.0,0.8,705.0,6.6,3,9,26.7,10,50,2.72,35.3,18.0,22.0,51.7,18.0,22.0
0.142,0.168,0.186,2.124,218,0.007,12,253,20.9,0.044,1054,7.9,0.8,0.8,694.1,6.9,3,9,26.7,10,50,2.75,32.5,18.0,22.0,62.0,18.0,22.0
0.142,0.168,0.176,2.102,214,0.006,12,253,20.7,0.042,1036,7.9,0.8,0.8,677.5,6.9,3,9,26.6,10,50,2.77,32.1,18.0,22.0,62.7,18.0,22.0
0.141,0.168,0.178,2.142,215,0.008,11,257,20.9,0.044,1040,8.1,1.0,0.8,710.0,6.1,3,9,26.8,10,50,2.68,35.8,18.0,22.0,47.8,18.0,22.0
0.144,0.168,0.188,2.127,217,0.008,11,257,20.9,0.044,1052,8.1,1.0,0.8,697.0,6.6,3,9,26.4,10,50,2.7,34.6,18.0,22.0,53.0,18.0,22.0
0.142,0.17,0.179,2.153,214,0.008,11,255,20.9,0.041,1037,8.1,1.0,0.8,704.0,6.4,3,9,26.8,10,50,2.7,35.2,18.0,22.0,50.1,18.0,22.0
0.142,0.166,0.174,2.112,215,0.01,13,258,21.2,0.035,1043,8.3,0.8,0.8,683.7,5.6,3,9,27.2,10,50,2.74,32.0,18.0,22.0,66.0,18.0,22.0
0.144,0.166,0.186,2.121,239,0.008,13,259,22.7,0.037,1155,9.7,1.2,0.7,711.1,4.8,3,9,27.2,10,50,2.62,31.8,18.0,22.0,69.3,18.0,22.0
0.141,0.17,0.182,2.171,217,0.007,11,257,20.8,0.043,1052,8.1,1.0,0.8,707.5,6.3,3,9,26.5,10,50,2.71,33.9,18.0,22.0,53.6,18.0,22.0
0.146,0.168,0.187,2.147,214,0.008,11,254,20.8,0.042,1038,7.9,0.8,0.8,690.2,6.7,3,9,26.6,10,50,2.74,32.1,18.0,22.0,62.4,18.0,22.0
0.144,0.164,0.184,2.127,218,0.007,12,253,21.2,0.044,1053,8.4,0.8,0.8,712.0,6.9,3,9,26.8,10,50,2.74,31.9,18.0,22.0,63.4,18.0,22.0
0.146,0.17,0.184,2.137,217,0.008,11,257,20.6,0.044,1052,7.9,0.7,0.8,683.7,6.6,3,9,26.3,10,50,2.7,34.2,18.0,22.0,54.8,18.0,22.0
0.141,0.168,0.181,2.15,214,0.007,11,257,20.7,0.041,1036,7.8,0.7,0.8,716.7,7.0,3,9,26.1,10,50,2.69,32.8,18.0,22.0,58.3,18.0,22.0
0.142,0.166,0.176,2.17,218,0.008,11,258,20.8,0.041,1054,8.0,1.0,0.8,701.2,5.4,3,9,27.0,10,50,2.7,36.7,18.0,22.0,47.0,18.0,22.0
0.146,0.17,0.176,2.148,217,0.008,11,253,20.7,0.041,1052,7.9,0.8,0.8,698.4,6.4,3,9,26.1,10,50,2.76,31.4,18.0,22.0,65.3,18.0,22.0
0.146,0.168,0.176,2.137,218,0.008,13,257,21.4,0.044,1057,8.5,1.0,0.8,677.0,5.5,3,9,27.2,10,50,2.74,32.2,18.0,22.0,65.4,18.0,22.0
0.142,0.168,0.184,2.11,239,0.008,14,259,22.7,0.035,1158,9.8,1.2,0.7,722.5,7.1,3,9,28.1,10,50,2.63,32.1,18.0,22.0,69.6,18.0,22.0
0.142,0.168,0.174,2.111,218,0.008,15,254,21.2,0.036,1056,8.4,1.0,0.8,704.4,5.2,3,9,27.2,10,50,2.74,32.4,18.0,22.0,64.3,18.0,22.0
0.144,0.166,0.184,2.156,214,0.008,12,258,20.8,0.043,1038,8.0,1.0,0.8,700.4,5.8,3,9,27.2,10,50,2.71,36.7,18.0,22.0,46.7,18.0,22.0
0.144,0.168,0.184,2.111,215,0.008,5,254,20.6,0.041,1040,7.9,0.8,0.8,682.8,6.5,3,9,26.1,10,50,2.72,31.1,18.0,22.0,65.8,18.0,22.0
0.142,0.168,0.176,2.134,214,0.008,11,258,20.7,0.043,1036,7.9,0.8,0.8,693.1,6.2,3,9,26.5,10,50,2.76,32.2,18.0,22.0,61.7,18.0,22.0
0.146,0.168,0.182,2.157,215,0.007,13,255,21.2,0.044,1041,8.4,1.0,0.8,711.7,4.9,3,9,27.3,10,50,2.74,32.5,18.0,22.0,64.1,18.0,22.0
0.142,0.168,0.178,2.131,214,0.007,11,257,20.6,0.044,1036,7.9,0.8,0.8,707.6,6.2,3,9,26.4,10,50,2.73,32.0,18.0,22.0,62.8,18.0,22.0
0.146,0.168,0.184,2.15,217,0.008,11,258,20.7,0.042,1051,7.9,0.8,0.8,680.1,6.2,3,9,26.3,10,50,2.76,31.6,18.0,22.0,63.9,18.0,22.0
0.144,0.166,0.178,2.177,214,0.014,12,255,20.8,0.041,1038,8.0,1.0,0.8,686.6,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.3,18.0,22.0
